,Unnamed: 0,ID,WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,AantalInwoners_5,Mannen_6,Vrouwen_7,k_0Tot15Jaar_8,k_15Tot25Jaar_9,k_25Tot45Jaar_10,k_45Tot65Jaar_11,k_65JaarOfOuder_12,GeboorteTotaal_24,GeboorteRelatief_25,SterfteTotaal_26,SterfteRelatief_27,HuishoudensTotaal_28,Eenpersoonshuishoudens_29,HuishoudensZonderKinderen_30,HuishoudensMetKinderen_31,GemiddeldeHuishoudensgrootte_32,Bevolkingsdichtheid_33,PercentageBewoond_38,PercentageOnbewoond_39,Koopwoningen_40,HuurwoningenTotaal_41,Appartement_48,Tussenwoning_49,Hoekwoning_50,TweeOnderEenKapWoning_51,VrijstaandeWoning_52,AfstandTotHuisartsenpraktijk_94,AfstandTotGroteSupermarkt_95,AfstandTotKinderdagverblijf_96,AfstandTotSchool_97,ScholenBinnen3Km_98,TotaleOppervlakte_4,BouwgrondOpp
6588,6588,6588,De Kades,Harderwijk                              ,Buurt     ,BU02430202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,11,0
6589,6589,6589,Stadswerven,Harderwijk                              ,Buurt     ,BU02430203,5,5,0,5,5,5,5,0,0,0,0,0,0,0,0,0,3.5,,,,,,,,,,,,,,,,11,0
6590,6590,6590,De Knar,Harderwijk                              ,Buurt     ,BU02430204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1,0
6591,6591,6591,Wijk 03 Zeebuurt,Harderwijk                              ,Wijk      ,WK024303  ,2185,1100,1085,330,215,490,665,500,15,7,10,5,985,305,345,330,2.2,5731.0,97.0,3.0,50.0,50.0,2180.0,2690.0,2850.0,2980.0,4150.0,0.5,0.5,0.9,0.4,15.5,38,0
6592,6592,6592,Zeebuurt-Oost,Harderwijk                              ,Buurt     ,BU02430301,1355,680,670,225,160,315,415,250,10,8,5,5,580,175,180,220,2.3,5137.0,96.0,4.0,47.0,53.0,1850.0,2790.0,2920.0,3390.0,,0.7,0.6,1.1,0.4,15.2,26,0
6593,6593,6593,Zeebuurt-west,Harderwijk                              ,Buurt     ,BU02430302,830,415,410,110,60,175,250,250,5,6,5,7,400,130,160,110,2.1,7067.0,97.0,3.0,55.0,45.0,2350.0,2470.0,2700.0,2750.0,3890.0,0.3,0.3,0.7,0.2,16.0,12,0
6594,6594,6594,Wijk 04 Friesegracht,Harderwijk                              ,Wijk      ,WK024304  ,1350,650,700,160,155,250,470,325,5,5,5,5,620,210,225,180,2.2,3695.0,94.0,6.0,60.0,38.0,1770.0,2850.0,3130.0,3410.0,4070.0,0.5,0.4,0.4,0.4,16.0,37,0
6595,6595,6595,Friesegracht-Noord,Harderwijk                              ,Buurt     ,BU02430401,825,400,425,85,90,175,290,195,5,7,5,6,405,165,135,100,2.0,4744.0,92.0,8.0,56.0,42.0,1760.0,2610.0,2920.0,3300.0,3620.0,0.4,0.3,0.4,0.3,16.0,17,0
6596,6596,6596,Friesegracht-Zuid,Harderwijk                              ,Buurt     ,BU02430402,525,250,275,75,70,75,180,135,0,1,0,5,210,40,85,75,2.4,2741.0,98.0,2.0,68.0,31.0,,3150.0,3470.0,3540.0,4630.0,0.6,0.6,0.4,0.5,16.0,19,0
6597,6597,6597,Wijk 05 Stadsdennen,Harderwijk                              ,Wijk      ,WK024305  ,6135,2890,3245,1115,715,1560,1450,1310,70,11,60,10,2590,885,745,955,2.3,5891.0,98.0,2.0,45.0,53.0,2240.0,2800.0,3060.0,3580.0,4350.0,0.5,0.4,0.5,0.5,15.2,104,0
6598,6598,6598,Stadsdennen-Noord,Harderwijk                              ,Buurt     ,BU02430501,1995,985,1010,410,215,550,490,345,20,11,10,6,800,210,265,320,2.5,5032.0,98.0,2.0,54.0,43.0,1910.0,2820.0,3120.0,3360.0,4400.0,0.6,0.6,0.7,0.5,15.8,40,0
6599,6599,6599,Stadsdennen-Midden,Harderwijk                              ,Buurt     ,BU02430502,2010,895,1115,325,175,415,430,670,15,7,40,19,960,435,255,265,2.1,6583.0,98.0,2.0,37.0,59.0,2410.0,2840.0,3180.0,,,0.4,0.3,0.4,0.2,15.3,31,0
6600,6600,6600,Stadsdennen-Oost,Harderwijk                              ,Buurt     ,BU02430503,1005,460,540,175,155,285,245,160,15,14,5,3,390,120,105,160,2.5,5426.0,97.0,3.0,42.0,56.0,2200.0,3000.0,3130.0,3930.0,4470.0,0.5,0.4,0.5,0.6,13.4,19,0
6601,6601,6601,Stadsdennen-Zuidwest,Harderwijk                              ,Buurt     ,BU02430504,1125,545,575,215,180,310,290,135,15,15,5,7,435,110,120,200,2.6,7290.0,99.0,1.0,48.0,52.0,1710.0,2670.0,2840.0,,,0.7,0.3,0.6,0.6,15.7,15,0
6602,6602,6602,Wijk 06 De Sypel,Harderwijk                              ,Wijk      ,WK024306  ,645,320,325,110,65,140,205,130,5,12,0,4,275,60,110,95,2.4,1667.0,97.0,3.0,75.0,25.0,2080.0,3090.0,3300.0,2750.0,2850.0,1.2,1.4,0.9,1.1,15.3,39,0
6603,6603,6603,Sypel-Oost,Harderwijk                              ,Buurt     ,BU02430601,180,85,95,30,20,30,50,55,0,0,0,5,80,25,35,15,2.2,856.0,95.0,5.0,65.0,35.0,2080.0,3160.0,3710.0,,,1.2,1.4,0.9,1.4,15.7,21,0
6604,6604,6604,Sypel-West,Harderwijk                              ,Buurt     ,BU02430602,465,235,230,80,50,110,160,80,5,17,0,4,190,35,75,75,2.4,2614.0,98.0,2.0,79.0,21.0,,3070.0,3140.0,2750.0,2850.0,1.2,1.4,0.9,1.0,15.2,18,0
6605,6605,6605,Wijk 07 Stationsomgeving,Harderwijk                              ,Wijk      ,WK024307  ,225,120,105,25,20,40,80,75,0,8,5,17,130,75,25,25,1.7,971.0,97.0,3.0,30.0,70.0,1560.0,3710.0,4960.0,3430.0,,0.9,1.0,0.8,0.8,16.7,23,0
6606,6606,6606,nachthok,Harderwijk                              ,Buurt     ,BU02430701,105,60,45,15,15,25,35,30,0,9,0,9,50,20,15,15,2.1,1515.0,96.0,4.0,20.0,80.0,,,,3360.0,,0.8,0.8,0.9,0.8,17.4,7,0
6607,6607,6607,Weiburg,Harderwijk                              ,Buurt     ,BU02430702,115,55,60,10,5,15,50,45,0,8,0,25,80,55,10,10,1.5,732.0,98.0,2.0,35.0,65.0,1560.0,3710.0,4960.0,,,1.0,1.1,0.8,0.8,16.0,16,0
6608,6608,6608,Wijk 08 Stadsweiden,Harderwijk                              ,Wijk      ,WK024308  ,7865,3815,4050,1410,875,1875,2150,1565,70,8,100,12,3465,1255,980,1225,2.2,4596.0,98.0,2.0,52.0,48.0,2100.0,2960.0,2960.0,3450.0,4820.0,0.7,0.7,0.6,0.6,14.1,173,0
6609,6609,6609,Kruithuis,Harderwijk                              ,Buurt     ,BU02430801,915,385,525,65,50,140,170,500,5,5,40,43,535,295,180,55,1.6,3880.0,96.0,4.0,47.0,53.0,1800.0,3560.0,3240.0,4110.0,,1.0,0.9,0.2,0.7,15.3,24,0
6610,6610,6610,Hanzewaard,Harderwijk                              ,Buurt     ,BU02430802,580,270,310,80,95,95,170,150,0,3,5,6,265,100,80,80,2.2,4816.0,98.0,2.0,19.0,81.0,,2670.0,3140.0,,,1.0,1.0,0.4,0.4,14.8,12,0
6611,6611,6611,Scheepswaard,Harderwijk                              ,Buurt     ,BU02430803,1010,490,520,210,120,220,275,195,5,5,5,4,405,105,120,175,2.5,6588.0,99.0,1.0,54.0,46.0,,2840.0,2590.0,3010.0,,0.8,0.8,0.5,0.5,14.4,15,0
6612,6612,6612,Stedenwaard,Harderwijk                              ,Buurt     ,BU02430804,1175,565,610,205,125,225,365,270,10,9,5,6,500,130,175,185,2.4,5845.0,99.0,1.0,67.0,33.0,3060.0,2680.0,2770.0,3440.0,,0.6,0.6,0.4,0.7,12.1,20,0
6613,6613,6613,Vogelwaard,Harderwijk                              ,Buurt     ,BU02430805,1225,615,610,255,150,290,405,140,10,8,5,3,465,80,150,225,2.6,2274.0,100.0,0.0,78.0,22.0,1700.0,3090.0,3360.0,,5210.0,0.9,0.9,1.0,0.9,10.8,55,0
6614,6614,6614,Weidewaard,Harderwijk                              ,Buurt     ,BU02430806,1550,790,755,345,215,420,480,95,20,12,0,1,580,135,150,285,2.7,5423.0,99.0,1.0,62.0,38.0,1490.0,3090.0,3000.0,2580.0,,0.4,0.4,1.0,0.5,15.5,29,0
6615,6615,6615,Drift,Harderwijk                              ,Buurt     ,BU02430807,565,255,305,90,50,175,90,170,5,8,35,63,280,170,45,55,1.7,8641.0,96.0,4.0,19.0,81.0,2550.0,3780.0,2820.0,,,0.3,0.4,0.7,0.5,17.4,7,0
6616,6616,6616,Stromenwaard,Harderwijk                              ,Buurt     ,BU02430808,845,440,405,175,85,325,215,55,10,13,0,2,440,225,60,150,1.9,7685.0,98.0,2.0,40.0,60.0,2190.0,,,,,0.8,0.8,0.3,0.2,15.3,11,0
6617,6617,6617,Wijk 09 Slingerbos,Harderwijk                              ,Wijk      ,WK024309  ,1350,670,675,265,145,305,350,295,15,11,5,5,550,145,170,230,2.5,3094.0,98.0,2.0,81.0,19.0,2040.0,2750.0,3050.0,5090.0,4080.0,1.3,1.6,1.7,0.3,14.2,44,0
6618,6618,6618,Slingerbos-Noord,Harderwijk                              ,Buurt     ,BU02430901,795,395,400,155,85,200,190,180,10,13,0,3,335,90,100,135,2.4,4791.0,97.0,3.0,80.0,20.0,2040.0,2820.0,3070.0,,,1.2,1.5,1.6,0.2,14.4,17,0
6619,6619,6619,Slingerbos-Zuid,Harderwijk                              ,Buurt     ,BU02430902,550,275,275,115,65,105,160,115,5,9,5,9,215,50,70,90,2.6,2048.0,100.0,0.0,83.0,17.0,,2650.0,3040.0,5090.0,4080.0,1.4,1.6,1.8,0.5,13.9,27,0
6620,6620,6620,Wijk 10 Tweelingstad,Harderwijk                              ,Wijk      ,WK024310  ,6595,3275,3320,1260,815,1735,1800,995,80,12,40,6,2750,890,735,1115,2.4,4647.0,95.0,5.0,49.0,47.0,1840.0,2740.0,3030.0,3150.0,4220.0,0.7,0.5,1.4,0.4,14.7,142,0
6621,6621,6621,Veldkamp,Harderwijk                              ,Buurt     ,BU02431001,1195,580,615,190,135,265,375,245,15,14,15,11,500,120,190,190,2.4,3066.0,97.0,3.0,90.0,10.0,1580.0,2750.0,3020.0,2990.0,4070.0,0.7,0.9,1.7,0.3,14.8,39,0
6622,6622,6622,Kranenburg,Harderwijk                              ,Buurt     ,BU02431002,580,280,295,110,75,130,175,100,10,17,0,3,245,95,60,85,2.2,2523.0,72.0,28.0,25.0,44.0,2520.0,2400.0,3240.0,3270.0,4670.0,0.6,0.9,1.3,0.7,15.5,23,0
6623,6623,6623,"Bedrijventerrein ""De Sypel""",Harderwijk                              ,Buurt     ,BU02431003,85,50,35,5,15,50,20,5,0,0,0,0,55,40,10,0,1.3,768.0,95.0,5.0,44.0,55.0,1650.0,,,,,0.1,0.5,1.2,0.6,16.0,11,0
6624,6624,6624,Tinnegieter,Harderwijk                              ,Buurt     ,BU02431004,1200,605,595,195,155,300,330,235,10,10,5,4,585,265,135,180,2.0,6057.0,97.0,3.0,19.0,79.0,1670.0,2530.0,2530.0,3610.0,4670.0,0.2,0.3,1.4,0.4,16.0,20,0
6625,6625,6625,De Wittenhagen-Noord,Harderwijk                              ,Buurt     ,BU02431005,1965,990,975,390,245,555,545,240,25,14,10,4,780,225,195,360,2.5,7261.0,98.0,2.0,68.0,32.0,1730.0,2910.0,3330.0,3680.0,,0.8,0.3,1.2,0.3,15.1,27,0
6626,6626,6626,De Wittenhagen-Zuid,Harderwijk                              ,Buurt     ,BU02431006,1560,760,800,385,200,445,365,180,15,9,10,7,580,145,140,290,2.7,7235.0,99.0,1.0,31.0,69.0,2000.0,2710.0,2960.0,2840.0,,0.9,0.4,1.5,0.4,13.0,22,0
6627,6627,6627,Wijk 11 Frankrijk,Harderwijk                              ,Wijk      ,WK024311  ,4150,2085,2065,830,485,990,1235,625,45,11,20,4,1630,395,520,710,2.5,3890.0,98.0,2.0,71.0,29.0,2000.0,3110.0,3240.0,3740.0,4260.0,1.2,0.6,0.6,0.6,11.0,107,4
6628,6628,6628,Broekland,Harderwijk                              ,Buurt     ,BU02431101,1220,635,585,235,160,315,370,155,15,14,5,3,485,105,160,210,2.5,4420.0,98.0,2.0,72.0,27.0,2010.0,3170.0,3180.0,3560.0,4790.0,1.7,0.6,0.8,0.8,10.8,28,0
6629,6629,6629,De Akker,Harderwijk                              ,Buurt     ,BU02431102,1230,600,625,200,150,220,440,230,15,11,5,4,485,110,175,195,2.5,3692.0,98.0,2.0,74.0,26.0,1970.0,3090.0,3120.0,4020.0,4280.0,1.2,0.4,0.4,0.4,11.0,33,0
6630,6630,6630,Walstein,Harderwijk                              ,Buurt     ,BU02431103,1660,825,835,390,180,445,420,235,15,9,10,5,640,170,175,290,2.6,6472.0,98.0,2.0,68.0,32.0,2000.0,3070.0,3340.0,3560.0,3400.0,0.9,0.8,0.5,0.6,11.3,26,0
6631,6631,6631,Overveld,Harderwijk                              ,Buurt     ,BU02431104,40,20,20,15,5,15,10,10,0,0,0,0,15,5,0,5,2.3,194.0,,,,,,,,,4220.0,1.3,1.0,0.7,0.8,10.1,20,4
6632,6632,6632,Wijk 12 Drielanden,Harderwijk                              ,Wijk      ,WK024312  ,9405,4695,4710,2295,955,2815,2340,1010,115,12,35,3,3515,790,985,1735,2.7,3087.0,98.0,2.0,73.0,27.0,2030.0,3100.0,3470.0,3710.0,4150.0,1.0,1.0,0.9,0.8,6.1,309,3
6633,6633,6633,Muziekland I,Harderwijk                              ,Buurt     ,BU02431201,1185,575,610,170,145,270,375,240,5,4,10,8,530,175,185,165,2.2,4546.0,99.0,1.0,70.0,30.0,1990.0,3050.0,3490.0,2690.0,3870.0,1.5,1.6,1.6,1.4,9.7,27,0
6634,6634,6634,Muziekland II,Harderwijk                              ,Buurt     ,BU02431202,595,300,295,80,85,105,235,100,0,3,0,1,235,50,80,100,2.5,3637.0,98.0,2.0,79.0,21.0,1980.0,3670.0,4000.0,3580.0,4190.0,1.2,1.3,1.1,0.9,7.0,18,0
6635,6635,6635,Muziekland III,Harderwijk                              ,Buurt     ,BU02431203,1150,600,545,265,150,290,370,85,5,6,5,3,410,95,90,220,2.8,8573.0,98.0,2.0,97.0,3.0,1930.0,3300.0,3390.0,3650.0,4120.0,0.6,0.7,0.4,0.4,4.3,14,0
6636,6636,6636,Muziekland IV,Harderwijk                              ,Buurt     ,BU02431204,1370,690,680,390,160,425,310,95,20,15,5,2,465,70,115,270,3.0,6746.0,99.0,1.0,64.0,36.0,2010.0,3270.0,3640.0,3550.0,4780.0,0.8,0.8,0.8,0.8,8.9,20,0
6637,6637,6637,Drielanden-Centrum,Harderwijk                              ,Buurt     ,BU02431205,1355,675,675,280,115,430,295,250,15,11,10,8,600,200,175,220,2.3,8680.0,95.0,5.0,67.0,33.0,2110.0,2990.0,3540.0,,,0.4,0.4,0.3,0.3,5.6,16,0
6638,6638,6638,Harderhout I,Harderwijk                              ,Buurt     ,BU02431206,1155,585,570,280,135,270,365,120,5,5,0,0,420,80,120,210,2.8,7177.0,97.0,3.0,71.0,29.0,2190.0,3190.0,3680.0,3830.0,4140.0,0.5,0.6,0.3,0.3,3.1,16,0
6639,6639,6639,Harderhout II,Harderwijk                              ,Buurt     ,BU02431207,2365,1155,1210,780,165,970,355,110,50,21,5,2,780,95,185,495,3.0,7445.0,99.0,1.0,73.0,27.0,1840.0,2880.0,3320.0,3520.0,4080.0,1.5,1.5,1.2,1.2,5.0,32,0
6640,6640,6640,De Burcht,Harderwijk                              ,Buurt     ,BU02431208,55,25,30,20,5,35,5,5,0,34,0,0,20,0,5,10,2.8,227.0,,,,,,2330.0,,,,0.8,0.9,0.7,0.3,5.0,26,0
6641,6641,6641,De Gronden,Harderwijk                              ,Buurt     ,BU02431209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,45,0
6642,6642,6642,Groerne Zoom,Harderwijk                              ,Buurt     ,BU02431210,100,50,50,35,10,25,30,15,5,38,0,0,30,5,5,20,3.2,173.0,94.0,6.0,81.0,16.0,,,,,4080.0,1.8,2.1,1.6,1.5,4.4,60,2
6643,6643,6643,Tonsel,Harderwijk                              ,Buurt     ,BU02431211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,17,0
6644,6644,6644,Weisteeg,Harderwijk                              ,Buurt     ,BU02431212,55,30,25,10,5,15,20,15,0,0,0,0,20,0,5,10,2.8,319.0,,,,,,,,,3960.0,1.7,1.7,1.9,1.7,10.5,18,1
6645,6645,6645,Wijk 13 Industrieterrein Lorentz,Harderwijk                              ,Wijk      ,WK024313  ,55,30,20,10,15,20,10,5,0,0,0,0,25,15,0,5,1.9,21.0,75.0,25.0,33.0,67.0,,3180.0,,,,1.7,0.7,2.0,1.5,8.9,253,10
6646,6646,6646,Lorentz I,Harderwijk                              ,Buurt     ,BU02431301,45,25,15,10,15,20,10,5,0,0,0,0,25,15,0,5,1.9,40.0,71.0,29.0,29.0,71.0,,3180.0,,,,1.6,0.6,2.0,1.4,9.1,114,4
6647,6647,6647,Lorentz II,Harderwijk                              ,Buurt     ,BU02431302,10,5,0,5,5,5,5,0,0,0,0,0,5,0,0,0,2.3,,,,,,,,,,,,,,,,78,5
6648,6648,6648,Lorentz III,Harderwijk                              ,Buurt     ,BU02431303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,61,0
6649,6649,6649,Wijk 14 Buitengebied Harderwijk,Harderwijk                              ,Wijk      ,WK024314  ,795,450,340,60,170,85,210,280,0,2,30,38,430,240,125,60,1.7,50.0,91.0,9.0,59.0,40.0,2360.0,,,3890.0,5000.0,1.9,1.8,2.7,1.6,6.7,1580,1418
6650,6650,6650,Strokel,Harderwijk                              ,Buurt     ,BU02431401,415,215,195,35,30,55,135,170,0,4,5,19,230,95,90,40,1.8,530.0,,,,,,,,,,1.7,1.6,2.5,1.3,7.9,78,21
6651,6651,6651,Sonnevanck,Harderwijk                              ,Buurt     ,BU02431402,195,80,110,20,20,20,50,100,0,0,20,117,55,15,25,15,2.5,745.0,96.0,4.0,61.0,39.0,2360.0,,,,5810.0,3.0,2.9,3.9,2.7,1.2,26,11
6652,6652,6652,Harderwijkerbos,Harderwijk                              ,Buurt     ,BU02431403,185,155,30,10,130,15,30,15,0,0,0,0,145,125,10,5,1.3,13.0,84.0,16.0,62.0,38.0,,,,,3830.0,1.3,1.1,2.1,0.9,9.7,1475,1385
6653,6653,6653,Wijk 15 Hierden,Harderwijk                              ,Wijk      ,WK024315  ,3085,1545,1540,430,415,645,995,615,30,10,20,6,1295,385,445,460,2.4,331.0,95.0,5.0,75.0,23.0,2060.0,2630.0,3020.0,3630.0,4570.0,1.5,1.0,2.7,1.1,2.5,936,76
6654,6654,6654,Hierden-Dorp,Harderwijk                              ,Buurt     ,BU02431501,1410,685,720,215,190,295,445,275,15,12,5,3,565,135,200,225,2.5,1461.0,97.0,3.0,70.0,29.0,1630.0,2580.0,2960.0,3590.0,4180.0,1.1,0.5,2.8,0.6,1.8,96,0
6655,6655,6655,Hierden Glindweg,Harderwijk                              ,Buurt     ,BU02431502,210,125,85,20,35,60,70,35,0,9,0,9,90,35,25,30,2.3,536.0,87.0,13.0,69.0,14.0,,,,3970.0,5270.0,1.1,0.9,1.0,1.0,8.3,39,0
6656,6656,6656,Hierden Mheenlanden,Harderwijk                              ,Buurt     ,BU02431503,105,55,50,15,10,30,40,25,0,28,0,18,40,5,15,10,2.5,33.0,95.0,5.0,83.0,17.0,,,,3900.0,4660.0,1.8,1.1,3.5,1.2,1.0,323,10
6657,6657,6657,Hierden de Enk,Harderwijk                              ,Buurt     ,BU02431504,435,210,225,65,60,85,145,90,0,4,0,6,170,40,60,65,2.6,174.0,93.0,7.0,80.0,19.0,,,,3170.0,4900.0,1.2,1.2,1.7,1.2,5.0,252,7
6658,6658,6658,Hierden De Duinen,Harderwijk                              ,Buurt     ,BU02431505,530,275,255,70,75,105,195,95,0,5,0,5,255,110,70,70,2.1,434.0,93.0,7.0,84.0,15.0,,,,3350.0,4840.0,2.2,1.7,3.0,1.8,1.4,122,53
6659,6659,6659,Hierden De Biest,Harderwijk                              ,Buurt     ,BU02431506,395,195,200,50,60,85,110,105,5,10,5,15,170,50,70,45,2.3,383.0,94.0,6.0,85.0,11.0,,,,4790.0,4650.0,2.1,1.5,3.4,1.6,1.1,103,6
6660,6660,6660,Wijk 16 Wolderwijd,Harderwijk                              ,Wijk      ,WK024316  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,21,9
6661,6661,6661,Woldenwijd-Noord,Harderwijk                              ,Buurt     ,BU02431601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,21,9
6662,6662,6662,Hardinxveld-Giessendam,Hardinxveld-Giessendam                  ,Gemeente  ,GM0523    ,17872,8945,8927,3521,2324,4246,4552,3229,205,11,153,8,6934,1910,2177,2847,2.6,1056.0,96.0,4.0,63.0,36.0,2080.0,3000.0,3160.0,3450.0,3900.0,0.7,0.8,0.7,0.6,5.1,1935,41
6663,6663,6663,Wijk 00,Hardinxveld-Giessendam                  ,Wijk      ,WK052300  ,17870,8945,8925,3520,2325,4245,4550,3230,205,11,150,8,6930,1910,2180,2850,2.6,1056.0,96.0,4.0,63.0,36.0,2080.0,3000.0,3160.0,3450.0,3900.0,0.7,0.8,0.7,0.6,5.1,1935,41
6664,6664,6664,Boven-Hardinxveld,Hardinxveld-Giessendam                  ,Buurt     ,BU05230000,4475,2205,2270,810,610,1040,1215,805,40,9,60,13,1785,525,540,725,2.5,952.0,95.0,5.0,58.0,38.0,1930.0,2800.0,3080.0,3690.0,3890.0,0.8,0.7,0.5,0.6,2.2,629,32
6665,6665,6665,Neder-Hardinxveld,Hardinxveld-Giessendam                  ,Buurt     ,BU05230001,5320,2675,2645,1045,710,1210,1355,1000,55,10,30,6,2010,500,680,840,2.6,1765.0,97.0,3.0,67.0,33.0,2060.0,3120.0,3350.0,3410.0,3930.0,1.0,1.0,0.8,0.7,6.1,335,7
6666,6666,6666,Giessendam,Hardinxveld-Giessendam                  ,Buurt     ,BU05230002,5285,2735,2545,1150,760,1295,1410,675,60,11,20,4,1900,445,560,905,2.8,633.0,96.0,4.0,72.0,28.0,1750.0,3040.0,3160.0,3350.0,3860.0,0.5,0.9,0.8,0.6,6.0,842,0
6667,6667,6667,De Peulen,Hardinxveld-Giessendam                  ,Buurt     ,BU05230003,2785,1325,1460,520,250,700,570,750,40,15,35,12,1230,445,410,385,2.2,3267.0,95.0,5.0,50.0,50.0,2320.0,2990.0,2950.0,3230.0,4450.0,0.5,0.3,0.5,0.5,6.0,129,2
6668,6668,6668,Haren,Haren                                   ,Gemeente  ,GM0017    ,19570,9329,10241,3315,1893,3587,5626,5149,175,8,269,13,8707,3133,2753,2821,2.2,431.0,96.0,4.0,69.0,31.0,1900.0,2670.0,2790.0,3260.0,4250.0,0.9,1.2,0.8,0.8,6.3,5073,275
6669,6669,6669,Wijk 00 Centrum,Haren                                   ,Wijk      ,WK001700  ,17680,8360,9320,3050,1670,3290,4955,4715,165,9,255,14,7970,2955,2445,2570,2.2,1276.0,96.0,4.0,68.0,32.0,1880.0,2670.0,2790.0,3270.0,4230.0,0.7,1.0,0.7,0.7,6.7,1441,61
6670,6670,6670,Haren,Haren                                   ,Buurt     ,BU00170000,9460,4425,5030,1480,790,1700,2485,3005,75,8,145,15,4675,2030,1440,1205,2.0,2121.0,96.0,4.0,67.0,33.0,1920.0,2590.0,2730.0,3230.0,4140.0,0.6,0.7,0.6,0.7,7.1,460,12
6671,6671,6671,Oosterhaar,Haren                                   ,Buurt     ,BU00170001,5075,2460,2615,960,615,995,1620,885,45,9,25,5,2085,580,620,885,2.4,3891.0,99.0,1.0,69.0,31.0,1530.0,2690.0,2820.0,3170.0,3860.0,0.7,0.6,0.9,0.4,7.0,131,0
6672,6672,6672,Voorveld,Haren                                   ,Buurt     ,BU00170002,160,85,75,20,25,15,65,30,0,0,0,0,60,10,25,25,2.6,102.0,88.0,12.0,89.0,11.0,,,,3920.0,4890.0,1.5,2.2,1.7,1.5,6.6,174,27
6673,6673,6673,Harenermolen,Haren                                   ,Buurt     ,BU00170003,335,150,185,35,35,30,120,110,0,0,0,2,150,45,60,45,2.2,167.0,97.0,3.0,81.0,19.0,,3130.0,2510.0,3370.0,4610.0,1.2,2.8,1.2,1.2,3.6,221,17
6674,6674,6674,Glimmen,Haren                                   ,Buurt     ,BU00170004,1065,505,555,165,120,130,380,260,0,2,0,1,450,110,170,165,2.4,532.0,97.0,3.0,76.0,23.0,,2810.0,2870.0,3100.0,4290.0,0.4,4.0,0.4,0.4,1.0,204,4
6675,6675,6675,Hemmen,Haren                                   ,Buurt     ,BU00170005,1580,725,850,385,75,415,280,420,40,25,80,52,545,180,125,240,2.5,629.0,92.0,8.0,60.0,39.0,1840.0,3050.0,3020.0,3820.0,4930.0,1.2,1.5,1.2,1.5,8.4,251,1
6676,6676,6676,Wijk 01 Land,Haren                                   ,Wijk      ,WK001701  ,1890,970,920,260,225,295,670,435,10,4,10,5,735,175,310,250,2.3,60.0,93.0,7.0,80.0,20.0,2820.0,2960.0,2760.0,3150.0,4340.0,2.6,3.0,1.6,,,3632,214
6677,6677,6677,Noordlaren,Haren                                   ,Buurt     ,BU00170100,400,200,195,50,40,60,155,90,0,0,0,4,175,35,80,55,2.3,539.0,97.0,3.0,87.0,13.0,,,2820.0,2850.0,3890.0,3.3,3.5,0.4,3.0,0.4,75,0
6678,6678,6678,Onnen,Haren                                   ,Buurt     ,BU00170101,470,225,245,80,55,75,175,85,5,8,0,2,185,40,65,75,2.5,747.0,94.0,6.0,70.0,29.0,2000.0,2820.0,2710.0,3120.0,4690.0,2.7,2.4,2.0,,,63,0
6679,6679,6679,Paterswolde (gedeeltelijk),Haren                                   ,Buurt     ,BU00170102,95,45,50,15,5,10,20,45,0,0,0,10,45,15,20,10,2.1,414.0,88.0,12.0,82.0,16.0,2850.0,,,,4550.0,1.1,1.5,1.5,1.4,3.0,48,4
6680,6680,6680,Essen,Haren                                   ,Buurt     ,BU00170103,85,45,40,10,15,5,30,20,0,0,0,0,35,5,15,10,2.5,122.0,97.0,3.0,89.0,11.0,,,,2980.0,4730.0,1.8,1.6,1.7,1.9,8.0,72,0
6681,6681,6681,Verspr.h. ten W. van Noord-Willemskanaal,Haren                                   ,Buurt     ,BU00170106,105,55,50,10,10,10,45,30,0,9,0,18,50,20,20,15,2.0,30.0,85.0,15.0,79.0,21.0,,,,3880.0,4080.0,2.5,2.4,1.9,2.4,2.8,625,40
6682,6682,6682,Verspreide huizen op de Hondsrug,Haren                                   ,Buurt     ,BU00170107,275,140,140,20,20,35,100,100,0,3,0,7,130,30,65,35,2.1,46.0,92.0,8.0,83.0,16.0,,,,3470.0,4180.0,2.2,4.9,1.5,2.1,0.9,611,123
6683,6683,6683,Verspreide huizen Onner Esch,Haren                                   ,Buurt     ,BU00170108,430,245,185,70,75,100,130,50,0,6,0,4,100,20,40,40,2.6,133.0,97.0,3.0,83.0,17.0,,,,3350.0,4660.0,2.5,2.8,2.1,,,324,17
6684,6684,6684,Verspr.h. ten oosten van de Hondsrug,Haren                                   ,Buurt     ,BU00170109,15,10,5,0,0,0,10,5,0,0,0,58,5,0,5,0,2.1,1.0,,,,,,,,,,4.0,4.8,2.8,3.7,1.5,1815,32
