,Unnamed: 0,ID,WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,AantalInwoners_5,Mannen_6,Vrouwen_7,k_0Tot15Jaar_8,k_15Tot25Jaar_9,k_25Tot45Jaar_10,k_45Tot65Jaar_11,k_65JaarOfOuder_12,GeboorteTotaal_24,GeboorteRelatief_25,SterfteTotaal_26,SterfteRelatief_27,HuishoudensTotaal_28,Eenpersoonshuishoudens_29,HuishoudensZonderKinderen_30,HuishoudensMetKinderen_31,GemiddeldeHuishoudensgrootte_32,Bevolkingsdichtheid_33,PercentageBewoond_38,PercentageOnbewoond_39,Koopwoningen_40,HuurwoningenTotaal_41,Appartement_48,Tussenwoning_49,Hoekwoning_50,TweeOnderEenKapWoning_51,VrijstaandeWoning_52,AfstandTotHuisartsenpraktijk_94,AfstandTotGroteSupermarkt_95,AfstandTotKinderdagverblijf_96,AfstandTotSchool_97,ScholenBinnen3Km_98,TotaleOppervlakte_4,BouwgrondOpp
0,0,0,Nederland,Nederland                               ,Land      ,NL00      ,17081507,8475102,8606405,2781768,2101648,4214276,4824155,3159660,169836,9,150214,8,7794075,2961228,2247191,2585656,2.2,507.0,95.0,5.0,56.0,43.0,2050.0,2990.0,3100.0,3430.0,4040.0,1.0,0.9,0.8,0.7,11.2,4154302,434426
1,1,1,Aa en Hunze,Aa en Hunze                             ,Gemeente  ,GM1680    ,25286,12603,12683,3572,2558,4383,8467,6306,164,6,265,10,10991,3087,4320,3584,2.2,92.0,95.0,5.0,71.0,28.0,1940.0,2370.0,2640.0,3090.0,3700.0,2.5,2.3,1.1,1.2,1.8,27887,5992
2,2,2,Wijk 00 Annen,Aa en Hunze                             ,Wijk      ,WK168000  ,3545,1710,1835,555,350,615,1155,855,35,9,35,10,1535,425,580,535,2.3,242.0,96.0,4.0,70.0,26.0,1630.0,2480.0,2860.0,3300.0,3810.0,1.0,0.9,0.5,0.8,2.4,1478,53
3,3,3,Annen,Aa en Hunze                             ,Buurt     ,BU16800000,3395,1635,1760,545,335,600,1085,820,30,10,30,9,1470,415,545,515,2.3,1345.0,96.0,4.0,69.0,27.0,1630.0,2480.0,2860.0,3300.0,3720.0,0.9,0.8,0.5,0.7,2.5,252,3
4,4,4,Verspreide huizen Annen,Aa en Hunze                             ,Buurt     ,BU16800009,150,80,75,10,10,15,65,35,0,0,5,33,65,15,30,20,2.3,12.0,97.0,3.0,97.0,3.0,,,,,4830.0,2.7,2.1,1.7,2.1,1.2,1226,49
5,5,5,Wijk 01 Eext,Aa en Hunze                             ,Wijk      ,WK168001  ,1420,720,705,210,145,285,480,285,5,4,10,6,630,180,250,200,2.2,80.0,97.0,3.0,79.0,21.0,2060.0,1970.0,2440.0,3190.0,3550.0,3.5,0.9,1.3,1.1,1.0,1789,418
6,6,6,Eext,Aa en Hunze                             ,Buurt     ,BU16800100,1245,635,615,200,130,260,405,235,5,4,5,5,540,155,205,185,2.3,730.0,97.0,3.0,78.0,22.0,2060.0,1970.0,2440.0,3150.0,3590.0,3.5,0.7,1.2,0.9,1.0,171,4
7,7,7,Verspreide huizen Eext,Aa en Hunze                             ,Buurt     ,BU16800109,175,85,90,10,10,25,70,50,0,5,0,11,85,25,45,15,2.0,11.0,94.0,6.0,91.0,9.0,,,,,3340.0,3.5,2.6,1.9,2.1,1.3,1618,414
8,8,8,Wijk 02 Anloo,Aa en Hunze                             ,Wijk      ,WK168002  ,465,235,230,50,45,65,170,125,0,6,0,2,210,65,85,65,2.2,57.0,98.0,2.0,78.0,22.0,,,,2560.0,3910.0,1.9,2.7,2.2,0.5,2.0,816,278
9,9,9,Anloo,Aa en Hunze                             ,Buurt     ,BU16800200,335,160,175,35,35,45,110,95,0,6,0,3,145,40,65,45,2.2,578.0,99.0,1.0,77.0,23.0,,,,2600.0,3760.0,1.9,2.7,2.2,0.4,2.0,57,0
10,10,10,Verspreide huizen Anloo,Aa en Hunze                             ,Buurt     ,BU16800209,135,80,55,15,10,15,55,25,0,7,0,0,65,25,25,15,2.0,17.0,92.0,8.0,88.0,13.0,,,,2280.0,4690.0,1.9,2.8,2.2,0.9,1.9,759,278
11,11,11,Wijk 03 Gasteren,Aa en Hunze                             ,Wijk      ,WK168003  ,410,205,205,30,60,40,160,110,0,2,0,4,170,35,80,55,2.4,45.0,98.0,2.0,90.0,10.0,,3190.0,3540.0,2860.0,3740.0,4.7,5.5,0.5,2.8,0.8,914,128
12,12,12,Gasteren,Aa en Hunze                             ,Buurt     ,BU16800300,400,200,200,30,55,35,155,110,0,2,0,5,165,30,80,55,2.4,735.0,98.0,2.0,90.0,10.0,,3190.0,3540.0,2860.0,3740.0,4.7,5.6,0.5,2.8,0.8,54,8
13,13,13,Verspreide huizen Gasteren,Aa en Hunze                             ,Buurt     ,BU16800309,15,5,10,0,0,0,5,0,0,0,0,0,5,0,5,0,2.4,1.0,,,,,,,,,,4.3,4.9,1.2,2.4,0.6,860,120
14,14,14,Wijk 04 Anderen,Aa en Hunze                             ,Wijk      ,WK168004  ,270,145,125,30,30,30,115,50,0,3,0,3,105,25,50,35,2.4,24.0,97.0,3.0,82.0,17.0,,,,2580.0,3930.0,4.2,3.7,4.2,4.3,0.0,1106,99
15,15,15,Anderen,Aa en Hunze                             ,Buurt     ,BU16800400,240,130,115,25,30,25,100,50,0,4,0,4,95,25,40,30,2.4,557.0,97.0,3.0,83.0,16.0,,,,2580.0,3920.0,4.3,3.7,4.3,4.4,0.0,43,0
16,16,16,Verspreide huizen Anderen,Aa en Hunze                             ,Buurt     ,BU16800409,30,15,15,5,0,0,10,0,0,0,0,0,10,0,5,5,2.8,3.0,,,,,,,,,,3.7,3.1,3.6,3.7,0.4,1063,99
17,17,17,Wijk 05 Schipborg,Aa en Hunze                             ,Wijk      ,WK168005  ,590,300,295,65,45,60,220,185,0,3,5,6,275,75,140,60,2.1,101.0,94.0,6.0,84.0,14.0,,,,2980.0,3470.0,2.5,1.7,1.3,1.2,5.4,592,316
18,18,18,Schipborg,Aa en Hunze                             ,Buurt     ,BU16800500,545,275,270,55,40,55,210,170,0,3,0,7,255,70,130,55,2.1,566.0,97.0,3.0,86.0,12.0,,,,2980.0,3640.0,2.5,1.6,1.3,1.2,5.4,97,20
19,19,19,Verspreide huizen Schipborg,Aa en Hunze                             ,Buurt     ,BU16800509,50,25,25,5,0,5,10,15,0,0,0,0,20,10,10,5,2.0,10.0,77.0,23.0,67.0,27.0,,,,,2650.0,3.0,2.1,1.7,1.5,4.7,495,296
20,20,20,Wijk 06 Eexterveen,Aa en Hunze                             ,Wijk      ,WK168006  ,440,225,215,75,50,70,170,65,0,2,0,6,175,40,60,75,2.5,68.0,96.0,4.0,87.0,12.0,,,,2700.0,3550.0,7.1,7.1,0.6,0.6,1.1,654,3
21,21,21,Eexterveen,Aa en Hunze                             ,Buurt     ,BU16800600,430,220,215,75,45,70,165,60,0,2,0,7,170,40,60,75,2.5,337.0,97.0,3.0,87.0,13.0,,,,2700.0,3600.0,7.1,7.1,0.6,0.6,1.1,127,1
22,22,22,Verspreide huizen Eexterveen,Aa en Hunze                             ,Buurt     ,BU16800609,15,10,5,0,0,0,0,0,0,0,0,0,5,0,0,0,2.2,2.0,,,,,,,,,2680.0,7.1,7.0,1.2,1.1,1.0,527,2
23,23,23,Wijk 07 Spijkerboor,Aa en Hunze                             ,Wijk      ,WK168007  ,145,75,75,15,15,20,65,20,0,6,0,6,60,10,30,20,2.3,391.0,98.0,2.0,86.0,14.0,,,,3570.0,3700.0,5.1,4.3,0.7,3.8,0.0,38,1
24,24,24,Spijkerboor,Aa en Hunze                             ,Buurt     ,BU16800700,145,75,75,15,15,20,65,20,0,6,0,6,60,10,30,20,2.3,654.0,98.0,2.0,86.0,14.0,,,,3570.0,3700.0,5.1,4.3,0.7,3.8,0.0,23,1
25,25,25,Verspreide huizen Spijkerboor,Aa en Hunze                             ,Buurt     ,BU16800709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,15,0
26,26,26,Wijk 08 Nieuw-Annerveen,Aa en Hunze                             ,Wijk      ,WK168008  ,105,60,45,20,5,20,35,15,0,0,0,9,40,10,15,20,2.5,29.0,95.0,5.0,93.0,7.0,,,,,3190.0,6.0,5.2,0.7,2.8,0.6,367,2
27,27,27,Nieuw-Annerveen,Aa en Hunze                             ,Buurt     ,BU16800800,100,60,40,15,5,15,35,15,0,0,0,10,35,5,15,20,2.5,212.0,95.0,5.0,93.0,8.0,,,,,3250.0,6.0,5.2,0.7,2.8,0.6,46,0
28,28,28,Verspreide huizen Nieuw-Annerveen,Aa en Hunze                             ,Buurt     ,BU16800809,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,,,,,,,,,,,,,,,,321,2
29,29,29,Wijk 09 Oud-Annerveen,Aa en Hunze                             ,Wijk      ,WK168009  ,130,65,65,15,10,15,60,20,0,7,0,7,50,5,25,20,2.6,65.0,98.0,2.0,94.0,6.0,,,,,3860.0,6.0,5.6,2.1,2.3,1.0,203,4
30,30,30,Oud-Annerveen,Aa en Hunze                             ,Buurt     ,BU16800900,125,65,60,15,10,15,55,20,0,8,0,8,45,5,25,20,2.5,461.0,98.0,2.0,94.0,6.0,,,,,3860.0,6.0,5.6,2.1,2.3,1.0,27,0
31,31,31,Verspreide huizen Oud-Annerveen,Aa en Hunze                             ,Buurt     ,BU16800909,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,,,,,,,,,,,,,,,,176,4
32,32,32,Wijk 11 Annerveenschekanaal,Aa en Hunze                             ,Wijk      ,WK168011  ,420,210,210,65,45,80,160,55,0,4,0,4,175,55,60,60,2.3,130.0,95.0,5.0,73.0,27.0,,,,2840.0,3590.0,6.5,6.5,3.4,4.2,0.0,325,1
33,33,33,Annerveenschekanaal,Aa en Hunze                             ,Buurt     ,BU16801100,420,210,210,65,45,80,160,55,0,4,0,4,175,55,60,60,2.3,714.0,95.0,5.0,73.0,27.0,,,,2840.0,3590.0,6.5,6.5,3.4,4.2,0.0,62,0
34,34,34,Verspreide huizen Annerveenschekanaal,Aa en Hunze                             ,Buurt     ,BU16801109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,263,1
35,35,35,Wijk 12 Eexterveenschekanaal,Aa en Hunze                             ,Wijk      ,WK168012  ,270,155,120,35,30,70,90,35,0,3,0,3,125,45,45,40,2.1,98.0,98.0,2.0,82.0,18.0,,2560.0,,2570.0,3320.0,4.8,5.1,2.2,2.2,1.4,280,0
36,36,36,Eexterveenschekanaal,Aa en Hunze                             ,Buurt     ,BU16801200,245,135,115,35,20,60,80,35,0,4,0,4,115,40,40,35,2.1,406.0,98.0,2.0,82.0,18.0,,2560.0,,2570.0,3320.0,4.9,5.2,2.2,2.2,1.4,65,0
37,37,37,Verspreide huizen Eexterveenschekanaal,Aa en Hunze                             ,Buurt     ,BU16801209,25,20,10,0,5,5,10,0,0,0,0,0,10,5,5,0,1.6,12.0,,,,,,,,,,4.4,4.7,1.9,1.9,1.0,216,0
38,38,38,Wijk 13 Eexterzandvoort,Aa en Hunze                             ,Wijk      ,WK168013  ,140,75,65,10,15,20,50,30,0,0,0,0,60,15,25,20,2.3,21.0,95.0,5.0,88.0,10.0,,,,2510.0,3840.0,4.6,4.7,3.2,3.0,0.5,665,11
39,39,39,Eexterzandvoort,Aa en Hunze                             ,Buurt     ,BU16801300,105,60,50,10,5,15,40,25,0,0,0,0,45,10,20,15,2.2,139.0,93.0,7.0,89.0,9.0,,,,2510.0,3850.0,4.7,4.7,3.0,2.9,0.6,74,0
40,40,40,Verspreide huizen Eexterzandvoort,Aa en Hunze                             ,Buurt     ,BU16801309,40,20,20,0,5,5,10,5,0,0,0,0,10,5,5,5,2.6,6.0,,,,,,,,,3780.0,4.4,4.5,3.6,3.4,0.2,591,11
41,41,41,Wijk 14 Gasselte,Aa en Hunze                             ,Wijk      ,WK168014  ,1860,920,940,225,160,285,595,580,10,5,20,11,875,285,360,235,2.1,96.0,96.0,4.0,71.0,29.0,1680.0,2660.0,2960.0,3250.0,3790.0,3.9,1.0,0.9,0.9,1.6,2010,632
42,42,42,Gasselte,Aa en Hunze                             ,Buurt     ,BU16801400,1475,720,755,185,130,235,430,480,10,6,15,10,675,200,280,195,2.2,440.0,96.0,4.0,69.0,31.0,1680.0,2660.0,2960.0,3260.0,3730.0,4.1,0.6,0.6,0.6,1.5,334,67
43,43,43,Kostvlies,Aa en Hunze                             ,Buurt     ,BU16801401,135,70,65,10,10,10,50,40,0,0,0,7,55,10,30,15,2.3,250.0,100.0,0.0,88.0,12.0,,,,,3970.0,3.6,2.6,2.7,2.5,1.4,54,2
44,44,44,Verspreide huizen Gasselte,Aa en Hunze                             ,Buurt     ,BU16801409,255,135,120,20,15,35,110,60,0,0,5,23,140,70,50,25,1.8,16.0,81.0,19.0,75.0,22.0,,,,,4310.0,3.2,2.3,2.1,2.2,2.4,1621,562
45,45,45,Wijk 15 Gasselternijveen,Aa en Hunze                             ,Wijk      ,WK168015  ,1870,930,940,300,205,370,625,355,15,7,10,6,800,210,290,305,2.3,317.0,98.0,2.0,60.0,40.0,1550.0,2300.0,2500.0,2920.0,3650.0,0.7,4.8,0.7,0.7,2.0,597,80
46,46,46,Gasselternijveen,Aa en Hunze                             ,Buurt     ,BU16801500,1820,910,915,290,200,360,610,350,10,6,10,6,785,210,280,295,2.3,919.0,98.0,2.0,59.0,40.0,1550.0,2300.0,2500.0,2920.0,3630.0,0.7,4.8,0.6,0.6,2.0,199,27
47,47,47,Gasselterboerveen,Aa en Hunze                             ,Buurt     ,BU16801501,50,25,25,5,5,5,15,5,0,43,0,0,15,0,5,10,2.7,126.0,,,,,,,,,4380.0,1.6,5.6,1.9,1.9,2.4,37,0
48,48,48,Verspreide huizen Gasselternijveen,Aa en Hunze                             ,Buurt     ,BU16801509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,362,53
49,49,49,Wijk 16 Gasselternijveenschemond,Aa en Hunze                             ,Wijk      ,WK168016  ,665,350,315,85,65,110,265,125,5,10,5,10,285,70,115,100,2.3,57.0,97.0,3.0,80.0,20.0,,2410.0,2390.0,3240.0,3690.0,3.3,2.1,2.3,1.9,2.9,1167,216
50,50,50,Gasselternijveenschemond,Aa en Hunze                             ,Buurt     ,BU16801600,615,320,300,75,55,105,245,125,5,11,5,11,270,70,110,95,2.2,268.0,96.0,4.0,79.0,21.0,,2410.0,2390.0,3240.0,3690.0,3.2,1.9,2.2,1.8,3.1,229,43
51,51,51,Gasselterboerveenschemond,Aa en Hunze                             ,Buurt     ,BU16801601,45,30,15,5,5,5,20,0,0,0,0,0,10,0,5,5,3.2,76.0,,,,,,,,,3800.0,4.6,4.0,3.7,3.3,0.3,56,0
52,52,52,Verspr.h. Gasselternijveenschemond,Aa en Hunze                             ,Buurt     ,BU16801609,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,,,,,,,,,,,,,,,,882,173
53,53,53,Wijk 17 Gieten,Aa en Hunze                             ,Wijk      ,WK168017  ,5070,2465,2605,765,480,895,1540,1375,30,6,70,14,2250,675,835,740,2.2,206.0,96.0,4.0,64.0,36.0,2070.0,2300.0,2550.0,3090.0,3640.0,0.8,0.8,0.6,0.7,3.0,2474,413
54,54,54,Gieten,Aa en Hunze                             ,Buurt     ,BU16801700,4895,2380,2520,750,460,870,1480,1325,30,6,65,13,2175,655,795,725,2.2,1203.0,96.0,4.0,63.0,37.0,2070.0,2300.0,2550.0,3090.0,3620.0,0.8,0.7,0.5,0.7,3.0,407,3
55,55,55,Verspreide huizen Gieten,Aa en Hunze                             ,Buurt     ,BU16801709,175,90,90,15,20,25,55,50,0,5,0,23,70,15,40,20,2.2,8.0,97.0,3.0,97.0,3.0,,,,,3930.0,2.6,2.8,2.5,2.6,1.9,2068,409
56,56,56,Wijk 18 Gieterveen,Aa en Hunze                             ,Wijk      ,WK168018  ,1215,625,590,185,130,255,405,230,10,7,10,8,510,130,195,190,2.4,72.0,95.0,5.0,78.0,22.0,2060.0,2420.0,2720.0,3220.0,3510.0,5.0,6.2,1.3,1.3,1.1,1707,6
57,57,57,Gieterveen,Aa en Hunze                             ,Buurt     ,BU16801800,685,345,340,120,75,160,200,115,5,8,5,7,280,80,85,115,2.4,1028.0,97.0,3.0,68.0,31.0,2060.0,2420.0,2720.0,3050.0,3570.0,5.2,6.5,0.7,0.7,1.0,67,2
58,58,58,Bonnerveen,Aa en Hunze                             ,Buurt     ,BU16801801,95,55,45,10,10,20,30,15,0,0,0,10,35,10,15,15,2.4,152.0,90.0,10.0,88.0,10.0,,,,,3190.0,3.1,5.8,1.7,1.7,1.5,61,0
59,59,59,Nieuwediep,Aa en Hunze                             ,Buurt     ,BU16801802,245,130,120,35,25,40,90,45,0,12,0,12,95,20,40,40,2.5,233.0,94.0,6.0,88.0,12.0,,,,,3670.0,5.2,5.2,2.5,2.4,0.9,106,0
60,60,60,Verspreide huizen Gieterveen,Aa en Hunze                             ,Buurt     ,BU16801809,195,105,95,15,15,30,80,50,0,0,0,5,90,20,50,20,2.2,13.0,94.0,6.0,92.0,8.0,,,,,3330.0,5.3,6.6,1.8,1.8,1.3,1473,4
61,61,61,Wijk 19 Rolde,Aa en Hunze                             ,Wijk      ,WK168019  ,4635,2320,2320,560,450,705,1495,1410,25,5,65,14,1935,560,810,570,2.2,132.0,95.0,5.0,67.0,29.0,2090.0,2390.0,2620.0,3060.0,3740.0,1.4,1.0,0.9,1.3,1.0,3521,710
62,62,62,Rolde,Aa en Hunze                             ,Buurt     ,BU16801900,3750,1815,1940,465,340,560,1120,1255,20,6,50,14,1680,515,705,465,2.1,1125.0,95.0,5.0,66.0,29.0,2090.0,2360.0,2610.0,3050.0,3610.0,1.1,0.8,0.7,1.0,1.0,333,38
63,63,63,Ballo,Aa en Hunze                             ,Buurt     ,BU16801901,150,75,75,5,30,10,50,45,0,0,0,27,65,20,30,20,2.2,298.0,96.0,4.0,93.0,5.0,,,,2610.0,3910.0,1.2,1.7,2.2,2.1,1.0,49,2
64,64,64,Nijlande,Aa en Hunze                             ,Buurt     ,BU16801902,55,25,30,0,5,5,20,15,0,0,0,18,25,5,15,5,2.1,243.0,96.0,4.0,92.0,8.0,,,,4300.0,4780.0,2.5,2.4,2.2,2.1,1.3,23,0
65,65,65,Deurze,Aa en Hunze                             ,Buurt     ,BU16801903,90,50,45,10,15,10,35,10,0,0,0,0,30,5,10,20,2.9,179.0,91.0,9.0,78.0,22.0,,,,,4710.0,2.6,3.2,3.1,3.2,0.9,50,0
66,66,66,Verspreide huizen Nooitgedacht,Aa en Hunze                             ,Buurt     ,BU16801908,445,280,165,50,30,105,195,55,0,6,5,18,75,10,30,35,2.8,48.0,91.0,9.0,52.0,48.0,,,,2580.0,4090.0,2.8,1.5,1.2,2.4,1.0,932,85
67,67,67,Verspreide huizen Rolde,Aa en Hunze                             ,Buurt     ,BU16801909,155,85,70,15,25,10,65,25,0,0,0,0,55,10,20,25,2.7,7.0,95.0,5.0,89.0,11.0,,,,,4260.0,3.0,2.3,2.4,2.8,0.9,2134,585
68,68,68,Wijk 20 Grolloo,Aa en Hunze                             ,Wijk      ,WK168020  ,1170,590,580,160,130,255,390,220,10,8,5,6,495,140,190,170,2.3,23.0,77.0,23.0,71.0,28.0,1490.0,1830.0,,3000.0,4040.0,6.8,5.7,2.1,2.0,0.7,5226,2262
69,69,69,Grolloo,Aa en Hunze                             ,Buurt     ,BU16802000,650,315,340,100,75,130,215,115,0,6,5,9,275,70,100,100,2.3,847.0,97.0,3.0,82.0,18.0,1490.0,,,3090.0,3800.0,6.7,5.4,1.4,0.6,1.0,76,0
70,70,70,Schoonloo,Aa en Hunze                             ,Buurt     ,BU16802001,180,90,95,20,10,40,55,40,0,0,0,11,80,25,35,20,2.1,249.0,94.0,6.0,79.0,20.0,,,,2230.0,3960.0,7.4,7.0,2.6,4.4,0.0,72,17
71,71,71,Verspreide huizen Papenvoort,Aa en Hunze                             ,Buurt     ,BU16802008,65,40,25,5,0,20,20,5,0,65,0,0,25,10,10,10,1.9,10.0,96.0,4.0,61.0,39.0,,,,,4630.0,5.8,4.6,3.9,3.8,0.0,598,209
72,72,72,Verspreide huizen Grolloo,Aa en Hunze                             ,Buurt     ,BU16802009,280,155,130,25,35,55,95,55,0,7,0,0,110,30,45,35,2.4,6.0,41.0,59.0,55.0,45.0,,,,,4910.0,6.8,5.9,3.1,3.2,0.6,4480,2037
73,73,73,Wijk 21 Ekehaar,Aa en Hunze                             ,Wijk      ,WK168021  ,495,260,240,70,55,75,180,110,0,4,5,12,190,35,85,75,2.5,25.0,96.0,4.0,87.0,13.0,,,,3020.0,4010.0,5.4,5.0,4.9,1.1,1.0,1959,359
74,74,74,Ekehaar,Aa en Hunze                             ,Buurt     ,BU16802100,260,135,125,40,20,35,95,65,0,0,0,15,105,20,55,35,2.3,692.0,98.0,2.0,84.0,16.0,,,,3230.0,3730.0,5.3,5.2,5.0,0.4,1.0,37,0
75,75,75,Amen,Aa en Hunze                             ,Buurt     ,BU16802101,85,45,45,5,10,15,35,15,0,0,0,11,30,5,15,15,2.5,182.0,91.0,9.0,91.0,9.0,,,,,4100.0,6.7,5.8,5.7,1.6,1.0,47,0
76,76,76,Verspreide huizen Ekehaar,Aa en Hunze                             ,Buurt     ,BU16802109,150,80,70,25,25,20,45,25,0,13,0,6,45,5,15,25,3.1,8.0,96.0,4.0,89.0,11.0,,,,,4650.0,4.8,4.3,4.2,1.9,1.1,1875,359
77,77,77,Aalburg,Aalburg                                 ,Gemeente  ,GM0738    ,13067,6615,6452,2527,1760,3006,3584,2190,135,10,90,6,4923,1227,1513,2183,2.6,259.0,94.0,6.0,72.0,28.0,2090.0,3070.0,3270.0,3810.0,4410.0,1.3,1.3,1.6,0.7,2.5,5317,128
78,78,78,Wijk 00 Wijk en Aalburg,Aalburg                                 ,Wijk      ,WK073800  ,6255,3135,3115,1230,870,1410,1670,1075,60,9,55,8,2300,590,680,1035,2.7,505.0,95.0,5.0,70.0,30.0,2070.0,3150.0,3300.0,3970.0,4770.0,0.9,0.8,0.8,0.7,2.4,1301,6
79,79,79,Wijk en Aalburg,Aalburg                                 ,Buurt     ,BU07380000,5190,2590,2600,1020,685,1170,1375,935,45,9,50,9,1935,510,580,845,2.6,2295.0,95.0,5.0,66.0,34.0,2060.0,3160.0,3290.0,3950.0,4800.0,0.7,0.6,0.6,0.6,2.3,247,0
80,80,80,Spijk,Aalburg                                 ,Buurt     ,BU07380001,840,435,405,185,130,205,205,110,10,14,0,4,285,65,75,150,2.9,327.0,95.0,5.0,88.0,12.0,,2870.0,3460.0,4360.0,4720.0,1.3,1.6,1.9,1.0,3.7,285,0
81,81,81,Verspreide huizen Wijk en Aalburg,Aalburg                                 ,Buurt     ,BU07380009,225,110,110,25,50,35,85,25,0,0,0,4,75,15,20,45,2.9,30.0,92.0,8.0,90.0,10.0,,,,,4710.0,2.1,1.5,2.0,2.0,2.1,768,6
82,82,82,Wijk 01 Veen,Aalburg                                 ,Wijk      ,WK073801  ,2730,1405,1325,570,390,710,680,375,35,12,15,5,1030,285,285,470,2.6,590.0,87.0,13.0,70.0,30.0,2200.0,2950.0,3380.0,3580.0,3980.0,0.7,0.9,3.3,0.7,3.7,543,0
83,83,83,Veen,Aalburg                                 ,Buurt     ,BU07380100,2635,1355,1275,555,380,675,655,370,30,12,15,6,985,260,275,455,2.7,1781.0,87.0,13.0,69.0,30.0,2200.0,2950.0,3380.0,3580.0,3970.0,0.6,0.9,3.3,0.7,3.8,226,0
84,84,84,Verspreide huizen Veen,Aalburg                                 ,Buurt     ,BU07380109,90,45,45,15,10,35,25,5,0,21,0,0,40,25,10,15,2.1,30.0,,,,,,,,,4440.0,1.7,1.0,3.2,1.6,2.1,317,0
85,85,85,Wijk 02 Genderen,Aalburg                                 ,Wijk      ,WK073802  ,1720,870,850,305,230,385,490,315,10,6,10,5,660,155,220,290,2.6,266.0,98.0,2.0,73.0,27.0,2210.0,3200.0,3280.0,3760.0,4280.0,0.6,0.6,0.6,0.5,1.9,670,15
86,86,86,Genderen,Aalburg                                 ,Buurt     ,BU07380200,1640,830,810,290,220,365,465,295,10,6,5,5,630,145,205,280,2.6,1074.0,98.0,2.0,73.0,27.0,2210.0,3200.0,3280.0,3790.0,4380.0,0.5,0.5,0.5,0.4,1.9,153,0
87,87,87,Verspreide huizen Genderen,Aalburg                                 ,Buurt     ,BU07380209,80,40,40,15,10,15,20,20,0,11,0,11,30,10,15,10,2.5,17.0,97.0,3.0,85.0,15.0,,,,3130.0,3260.0,1.3,1.5,1.4,1.5,1.6,517,15
88,88,88,Wijk 03 Eethen,Aalburg                                 ,Wijk      ,WK073803  ,805,400,400,145,80,205,230,140,10,16,0,3,330,75,125,135,2.4,105.0,94.0,6.0,72.0,28.0,1560.0,2910.0,3310.0,3870.0,4550.0,2.3,2.9,0.5,0.4,2.2,783,0
89,89,89,Eethen,Aalburg                                 ,Buurt     ,BU07380300,665,335,325,125,65,165,200,110,5,13,0,4,260,45,100,115,2.6,1742.0,93.0,7.0,79.0,21.0,,3010.0,3500.0,3870.0,4420.0,2.3,2.9,0.5,0.4,2.2,38,0
90,90,90,Verspreide huizen Eethen,Aalburg                                 ,Buurt     ,BU07380309,135,65,70,20,10,40,30,30,0,28,0,0,70,30,25,20,2.0,19.0,97.0,3.0,45.0,55.0,1560.0,2580.0,2370.0,,6180.0,2.2,2.8,0.7,0.6,2.0,745,0
91,91,91,Wijk 04 Meeuwen,Aalburg                                 ,Wijk      ,WK073804  ,735,380,350,135,95,160,215,130,10,13,5,5,275,55,95,130,2.7,127.0,97.0,3.0,77.0,23.0,1610.0,2440.0,2640.0,3570.0,3960.0,3.8,3.9,3.6,0.4,1.4,600,3
92,92,92,Meeuwen,Aalburg                                 ,Buurt     ,BU07380400,655,335,315,120,85,145,190,115,10,15,0,6,245,55,80,115,2.7,1310.0,97.0,3.0,76.0,24.0,1610.0,2440.0,2640.0,3570.0,3950.0,3.8,3.9,3.5,0.3,1.4,50,0
93,93,93,Verspreide huizen Meeuwen,Aalburg                                 ,Buurt     ,BU07380409,75,40,35,10,10,15,25,15,0,0,0,0,25,5,15,15,2.7,15.0,97.0,3.0,93.0,7.0,,,,,4050.0,3.7,3.8,4.1,1.2,1.5,550,3
94,94,94,Wijk 05 Drongelen,Aalburg                                 ,Wijk      ,WK073805  ,395,205,190,65,35,65,150,80,0,5,0,2,155,35,65,60,2.5,74.0,97.0,3.0,81.0,18.0,,,,3870.0,4400.0,4.0,4.5,2.3,1.9,1.1,604,0
95,95,95,Drongelen,Aalburg                                 ,Buurt     ,BU07380500,235,125,105,30,15,40,95,50,0,4,0,4,100,25,45,35,2.3,756.0,98.0,2.0,78.0,22.0,,,,3880.0,4240.0,3.8,4.3,1.8,1.7,1.0,36,0
96,96,96,Verspreide huizen Drongelen,Aalburg                                 ,Buurt     ,BU07380509,160,75,80,30,20,25,55,30,0,6,0,0,55,10,25,25,2.8,32.0,95.0,5.0,87.0,12.0,,,,,4560.0,4.4,4.8,3.0,2.1,1.3,569,0
97,97,97,Wijk 06 Babyloniënbroek,Aalburg                                 ,Wijk      ,WK073806  ,415,210,205,70,55,75,145,70,0,7,0,0,160,35,55,70,2.6,52.0,95.0,5.0,86.0,13.0,,,,3750.0,4340.0,4.8,5.0,3.8,0.9,1.4,816,104
98,98,98,Babyloniënbroek,Aalburg                                 ,Buurt     ,BU07380600,340,170,165,55,35,60,120,60,0,5,0,0,135,35,50,55,2.5,259.0,95.0,5.0,88.0,12.0,,,,3570.0,4310.0,5.0,5.2,4.0,0.6,1.4,133,0
